Entry	Entry name	Gene names
Q5TEC3	ZN697_HUMAN	ZNF697
Q9HCJ6	VAT1L_HUMAN	VAT1L KIAA1576
P17861	XBP1_HUMAN	XBP1 TREB5 XBP2
Q5THJ4	VP13D_HUMAN	VPS13D KIAA0453
Q96JC1	VPS39_HUMAN	VPS39 KIAA0770 TLP VAM6
P49754	VPS41_HUMAN	VPS41
A6NJY4	YQ041_HUMAN	
P0DP72	VSXL2_HUMAN	VSIG10L2
Q9UHF0	TKNK_HUMAN	TAC3 NKNB UNQ585/PRO1155
Q6ZRR5	TLCD5_HUMAN	TLCD5 TMEM136
Q9H147	TDIF1_HUMAN	DNTTIP1 C20orf167 TDIF1
Q9Y4C2	TCAF1_HUMAN	TCAF1 FAM115A KIAA0738
Q9NR96	TLR9_HUMAN	TLR9 UNQ5798/PRO19605
Q8N8V8	TM105_HUMAN	TMEM105
Q7L0Y3	TM10C_HUMAN	TRMT10C MRPP1 RG9MTD1
Q969V4	TEKT1_HUMAN	TEKT1
Q10587	TEF_HUMAN	TEF KIAA1655
Q9BXF9	TEKT3_HUMAN	TEKT3
Q92545	TM131_HUMAN	TMEM131 KIAA0257 RW1
Q502W6	VWA3B_HUMAN	VWA3B
Q9H354	YJ001_HUMAN	PRO1933
Q8N9G6	YJ012_HUMAN	
Q86UX7	URP2_HUMAN	FERMT3 KIND3 MIG2B URP2
Q7Z7E8	UB2Q1_HUMAN	UBE2Q1 NICE5 UBE2Q PRO3094
O14933	UB2L6_HUMAN	UBE2L6 UBCH8
A0A0K0K1C4	TVB27_HUMAN	TRBV27
P35544	UBIM_HUMAN	FAU
Q7L0L9	YA043_HUMAN	
Q9Y6I4	UBP3_HUMAN	USP3
Q9H0E7	UBP44_HUMAN	USP44
Q5T4S7	UBR4_HUMAN	UBR4 KIAA0462 KIAA1307 RBAF600 ZUBR1
P63313	TYB10_HUMAN	TMSB10 PTMB10 THYB10
Q9Y5K5	UCHL5_HUMAN	UCHL5 UCH37 AD-019 CGI-70
P09936	UCHL1_HUMAN	UCHL1
Q8N567	ZCHC9_HUMAN	ZCCHC9
P0C7P4	UCRIL_HUMAN	UQCRFS1P1 UQCRFSL1
P16662	UD2B7_HUMAN	UGT2B7 UGTB2B9
Q8WTX9	ZDHC1_HUMAN	ZDHHC1 C16orf1 ZNF377
Q92890	UFD1_HUMAN	UFD1 UFD1L
P61960	UFM1_HUMAN	UFM1 C13orf20 BM-002
Q9NTW7	ZF64B_HUMAN	ZFP64 ZNF338
Q86XI8	ZSWM9_HUMAN	ZSWIM9 C19orf68
Q9H0M0	WWP1_HUMAN	WWP1
Q8NFZ6	VN1R2_HUMAN	VN1R2 V1RL2
P26651	TTP_HUMAN	ZFP36 G0S24 NUP475 RNF162A TIS11A TTP
Q6UXQ8	YO002_HUMAN	UNQ6190/PRO20217
Q6Q795	VBPC1_HUMAN	
Q9UKW4	VAV3_HUMAN	VAV3
Q96JH7	VCIP1_HUMAN	VCPIP1 KIAA1850 VCIP135
Q9H321	VCX3B_HUMAN	VCX3B VCXC
A8MUN3	YQ048_HUMAN	
Q96IQ7	VSIG2_HUMAN	VSIG2 CTH CTXL UNQ2770/PRO7154
P01033	TIMP1_HUMAN	TIMP1 CLGI TIMP
P61077	UB2D3_HUMAN	UBE2D3 UBC5C UBCH5C
Q765I0	UTS2B_HUMAN	UTS2B URP UTS2D
P0CB48	UBFL6_HUMAN	UBTFL6
A0A075B6W5	TVA23_HUMAN	TRAV23DV6
A0A0A6YYK1	TVA81_HUMAN	TRAV8-1
Q6XCG6	YA011_HUMAN	PP632
Q96S82	UBL7_HUMAN	UBL7 BMSCUBP SB132
P17032	ZN37A_HUMAN	ZNF37A KOX21 ZNF37
Q6DD87	ZN787_HUMAN	ZNF787
Q6P9G9	ZN449_HUMAN	ZNF449 ZSCAN19
Q86XN6	ZN761_HUMAN	ZNF761 KIAA2033
Q96JG9	ZN469_HUMAN	ZNF469 KIAA1858
P0CJ79	ZN888_HUMAN	ZNF888
Q6ZNG1	ZN600_HUMAN	ZNF600
O60637	TSN3_HUMAN	TSPAN3 TM4SF8
Q6ZTC4	YT009_HUMAN	
Q8TC21	ZN596_HUMAN	ZNF596
Q6ZSS3	ZN621_HUMAN	ZNF621
Q8NEW0	ZNT7_HUMAN	SLC30A7 ZNT7 ZNTL2
Q9UBK9	UXT_HUMAN	UXT HSPC024
O00258	WRB_HUMAN	WRB CHD5
Q96AY4	TTC28_HUMAN	TTC28 KIAA1043 TPRBK
O43156	TTI1_HUMAN	TTI1 KIAA0406 SMG10
Q96AP4	ZUP1_HUMAN	ZUP1 C6orf113 ZUFSP
A0A1B0GUX0	VAFNB_HUMAN	ATP6V1FNB
Q9H7M6	ZSWM4_HUMAN	ZSWIM4
Q9UGI0	ZRAN1_HUMAN	ZRANB1 TRABID
Q7L8A9	VASH1_HUMAN	VASH1 KIAA1036 VASH
Q9BYN8	RT26_HUMAN	MRPS26 C20orf193 RPMS13
O95772	STR3N_HUMAN	STARD3NL MENTHO UNQ855/PRO1864
Q96HP8	T176A_HUMAN	TMEM176A HCA112
Q8NDZ6	T161B_HUMAN	TMEM161B UNQ679/PRO1313
Q6ZVK1	T179A_HUMAN	TMEM179 C14orf90 TMEM179A
P00734	THRB_HUMAN	F2
O95379	TFIP8_HUMAN	TNFAIP8
A6NKL6	T200C_HUMAN	TMEM200C TTMA
Q9P2R7	SUCB1_HUMAN	SUCLA2
Q99426	TBCB_HUMAN	TBCB CG22 CKAP1
O95759	TBCD8_HUMAN	TBC1D8 VRP
P62857	RS28_HUMAN	RPS28
Q9BVN2	RUSC1_HUMAN	RUSC1 NESCA
Q13507	TRPC3_HUMAN	TRPC3 TRP3
P48995	TRPC1_HUMAN	TRPC1 TRP1
O95988	TCL1B_HUMAN	TCL1B TCL1
Q8NDG6	TDRD9_HUMAN	TDRD9 C14orf75
A0A1B0GUS4	UB2L5_HUMAN	UBE2L5
P51965	UB2E1_HUMAN	UBE2E1 UBCH6
O75691	UTP20_HUMAN	UTP20 DRIM
P07947	YES_HUMAN	YES1 YES
Q8N1X5	YF001_HUMAN	
A6NH52	TV23A_HUMAN	TVP23A FAM18A
Q9UHT4	YG001_HUMAN	PRO1854
A0A075B6N3	TVBX1_HUMAN	TRBV24-1
Q14694	UBP10_HUMAN	USP10 KIAA0190
Q9BTK2	YX002_HUMAN	
Q9UPU5	UBP24_HUMAN	USP24 KIAA1057
Q71RG6	YH006_HUMAN	FP248
Q86VQ3	TXND2_HUMAN	TXNDC2 SPTRX SPTRX1
Q9UGR2	Z3H7B_HUMAN	ZC3H7B KIAA1031
Q8NFA0	UBP32_HUMAN	USP32 USP10
Q9NS37	ZHANG_HUMAN	CREBZF ZF
Q9HD64	XAGE1_HUMAN	XAGE1A GAGED2 XAGE1; XAGE1B; XAGE1C; XAGE1D; XAGE1E
P21281	VATB2_HUMAN	ATP6V1B2 ATP6B2 VPP3
Q9H320	VCX1_HUMAN	VCX VCX1 VCX10R VCXB1
P45880	VDAC2_HUMAN	VDAC2
Q13488	VPP3_HUMAN	TCIRG1 ATP6N1C ATP6V0A3
Q9Y6I0	VPK6_HUMAN	ERVK-6 ERVK6
Q86VN1	VPS36_HUMAN	VPS36 C13orf9 EAP45 CGI-145
Q96JG6	VPS50_HUMAN	VPS50 CCDC132 KIAA1861
Q8TAG5	VTM2A_HUMAN	VSTM2A VSTM2
P15018	LIF_HUMAN	LIF HILDA
O95243	MBD4_HUMAN	MBD4 MED1
Q9BXW7	HDHD5_HUMAN	HDHD5 CECR5
O60674	JAK2_HUMAN	JAK2
P30511	HLAF_HUMAN	HLA-F HLA-5.4 HLAF
Q53FT3	HIKES_HUMAN	HIKESHI C11orf73 HSPC138 HSPC179 HSPC248
Q06413	MEF2C_HUMAN	MEF2C
P35527	K1C9_HUMAN	KRT9
Q6ZMJ4	IL34_HUMAN	IL34 C16orf77
Q13007	IL24_HUMAN	IL24 MDA7 ST16
Q14696	MESD_HUMAN	MESD KIAA0081 MESDC2 MESDM UNQ1911/PRO4369
O95568	MET18_HUMAN	METTL18 ASTP2 C1orf156
P05546	HEP2_HUMAN	SERPIND1 HCF2
Q5SRI9	MANEA_HUMAN	MANEA
O15151	MDM4_HUMAN	MDM4 MDMX
Q9BSE4	HERP2_HUMAN	HERPUD2
Q659C4	LAR1B_HUMAN	LARP1B LARP2
Q92615	LAR4B_HUMAN	LARP4B KIAA0217 LARP5
P08183	MDR1_HUMAN	ABCB1 MDR1 PGY1
Q96HZ4	HES6_HUMAN	HES6 BHLHB41
Q8NDY4	MDS2_HUMAN	MDS2
Q8NC54	KCT2_HUMAN	KCT2 C5orf15 HTGN29
Q719H9	KCTD1_HUMAN	KCTD1 C18orf5
Q9H8J5	MANS1_HUMAN	MANSC1 LOH12CR3 UNQ316/PRO361
Q9Y597	KCTD3_HUMAN	KCTD3
Q8WVB3	HEXD_HUMAN	HEXD HEXDC
O94992	HEXI1_HUMAN	HEXIM1 CLP1 EDG1 HIS1 MAQ1
P42357	HUTH_HUMAN	HAL HIS
Q96MH2	HEXI2_HUMAN	HEXIM2 L3
Q9NQ87	HEYL_HUMAN	HEYL BHLHB33 HRT3
Q71RC2	LARP4_HUMAN	LARP4 PP13296
P10721	KIT_HUMAN	KIT SCFR
Q8N7A1	KLDC1_HUMAN	KLHDC1 MSTP025
Q99707	METH_HUMAN	MTR
P22612	KAPCG_HUMAN	PRKACG
A0A0U1RRK4	LBHD2_HUMAN	LBHD2
Q13118	KLF10_HUMAN	KLF10 TIEG TIEG1
O14901	KLF11_HUMAN	KLF11 FKLF TIEG2
Q86UK5	LBN_HUMAN	EVC2 LBN
P13985	HRES1_HUMAN	HRES1
Q6P1K1	HRG1_HUMAN	SLC48A1 HRG1
Q8N6L0	KASH5_HUMAN	CCDC155 KASH5
P0C7V9	ME15P_HUMAN	METTL15P1 METT5D2
Q16773	KAT1_HUMAN	KYAT1 CCBL1
A6NDR6	ME3L1_HUMAN	MEIS3P1
Q16626	MEA1_HUMAN	MEA1 MEA
Q96C03	MID49_HUMAN	MIEF2 MID49 SMCR7
Q9H3N8	HRH4_HUMAN	HRH4 GPCR105
Q9Y5N1	HRH3_HUMAN	HRH3 GPCR97
Q92831	KAT2B_HUMAN	KAT2B PCAF
Q5JT82	KLF17_HUMAN	KLF17 ZNF393
P04233	HG2A_HUMAN	CD74 DHLAG
Q92993	KAT5_HUMAN	KAT5 HTATIP TIP60
Q9Y5W3	KLF2_HUMAN	KLF2 LKLF
P52954	LBX1_HUMAN	LBX1 LBX1H
P57682	KLF3_HUMAN	KLF3 BKLF
P0DP01	HV108_HUMAN	IGHV1-8
Q5VSP4	LC1L1_HUMAN	LCN1P1 LCN1L1
P01814	HV270_HUMAN	IGHV2-70
A0A0B4J1V2	HV226_HUMAN	IGHV2-26
O95251	KAT7_HUMAN	KAT7 HBO1 HBOa MYST2
Q8TC71	MIEAP_HUMAN	SPATA18 MIEAP
P01780	HV307_HUMAN	IGHV3-7
P01762	HV311_HUMAN	IGHV3-11
P01766	HV313_HUMAN	IGHV3-13
A0A0B4J1V0	HV315_HUMAN	IGHV3-15
Q13887	KLF5_HUMAN	KLF5 BTEB2 CKLF IKLF
Q99612	KLF6_HUMAN	KLF6 BCD1 COPEB CPBP ST12
O95447	LCA5L_HUMAN	LCA5L C21orf13
Q8N108	MIER1_HUMAN	MIER1 KIAA1610
Q9Y2L9	LRCH1_HUMAN	LRCH1 CHDC1 KIAA1016
A0A0C4DH34	HV428_HUMAN	IGHV4-28
Q5VUJ6	LRCH2_HUMAN	LRCH2 KIAA1495
A0A087WSY4	HV432_HUMAN	IGHV4-30-2
O43301	HS12A_HUMAN	HSPA12A KIAA0417
P01825	HV459_HUMAN	IGHV4-59
A0A0B4J2H0	HV69D_HUMAN	IGHV1-69D
Q7Z3K6	MIER3_HUMAN	MIER3
A0A0J9YVY3	HV741_HUMAN	IGHV7-4-1
A6NCL2	LRCL1_HUMAN	LRCOL1
P14210	HGF_HUMAN	HGF HPTA
Q9BTT4	MED10_HUMAN	MED10 L6 TRG17 TRG20
Q96D96	HVCN1_HUMAN	HVCN1 VSOP UNQ578/PRO1140
Q9P244	LRFN1_HUMAN	LRFN1 KIAA1484 SALM2
Q53G59	KLH12_HUMAN	KLHL12 C3IP1
P04180	LCAT_HUMAN	LCAT
Q9Y663	HS3SA_HUMAN	HS3ST3A1 3OST3A1 HS3ST3A UNQ2551/PRO6180
P31260	HXA10_HUMAN	HOXA10 HOX1H
P00390	GSHR_HUMAN	GSR GLUR GRD1
P31271	HXA13_HUMAN	HOXA13 HOX1J
Q9Y662	HS3SB_HUMAN	HS3ST3B1 3OST3B1 HS3ST3B
Q96QI5	HS3S6_HUMAN	HS3ST6 HS3ST5
P0DMV8	HS71A_HUMAN	HSPA1A HSP72 HSPA1 HSX70
P07900	HS90A_HUMAN	HSP90AA1 HSP90A HSPC1 HSPCA
Q14568	HS902_HUMAN	HSP90AA2P HSP90AA2 HSPCAL3
Q92826	HXB13_HUMAN	HOXB13
P09067	HXB5_HUMAN	HOXB5 HOX2A
Q13867	BLMH_HUMAN	BLMH
Q9UL45	BL1S6_HUMAN	BLOC1S6 PA PLDN
P30988	CALCR_HUMAN	CALCR
Q96KA5	CLP1L_HUMAN	CLPTM1L CRR9
Q8NHS1	CLDN2_HUMAN	CLDND2
O15516	CLOCK_HUMAN	CLOCK BHLHE8 KIAA0334
O75821	EIF3G_HUMAN	EIF3G EIF3S4
Q8TES7	FBF1_HUMAN	FBF1 ALB KIAA1863
Q99853	FOXB1_HUMAN	FOXB1 FKH5
P35573	GDE_HUMAN	AGL GDE
O60383	GDF9_HUMAN	GDF9
P28324	ELK4_HUMAN	ELK4 SAP1
Q9UJU6	DBNL_HUMAN	DBNL CMAP SH3P7 PP5423
Q8N3Y1	FBXW8_HUMAN	FBXW8 FBW6 FBW8 FBX29 FBXO29 FBXW6
Q96CD0	FBXL8_HUMAN	FBXL8 FBL8
Q5MNV8	FBX47_HUMAN	FBXO47
P38117	ETFB_HUMAN	ETFB FP585
Q6ZVX7	FBX50_HUMAN	NCCRP1 FBXO50
Q8TEB1	DCA11_HUMAN	DCAF11 WDR23 GL014 PRO2389
P15884	ITF2_HUMAN	TCF4 BHLHB19 ITF2 SEF2
Q14624	ITIH4_HUMAN	ITIH4 IHRP ITIHL1 PK120 PRO1851
Q9NWA0	MED9_HUMAN	MED9 MED25
Q8N635	MEIOB_HUMAN	MEIOB C16orf73
Q14667	K0100_HUMAN	KIAA0100 BCOX1
Q96AQ8	MCUR1_HUMAN	MCUR1 C6orf79 CCDC90A
Q9NWR8	MCUB_HUMAN	MCUB CCDC109B
Q6NXR0	IIGP5_HUMAN	IRGC IIGP5 IRGC1
Q68EN5	K895L_HUMAN	KIAA0895L
Q6EBC2	IL31_HUMAN	IL31
P60568	IL2_HUMAN	IL2
P35240	MERL_HUMAN	NF2 SCH
Q8N4P3	MESH1_HUMAN	HDDC3 MESH1
Q12906	ILF3_HUMAN	ILF3 DRBF MPHOSPH4 NF90
Q9HB29	ILRL2_HUMAN	IL1RL2 IL1RRP2
P48506	GSH1_HUMAN	GCLC GLCL GLCLC
P31269	HXA9_HUMAN	HOXA9 HOX1G
Q96GX5	GWL_HUMAN	MASTL GW GWL THC2
Q8TCT9	HM13_HUMAN	HM13 H13 IMP1 PSL3 SPP MSTP086
Q96RW7	HMCN1_HUMAN	HMCN1 FIBL6
Q16609	LPAL2_HUMAN	LPAL2 APOARGC
Q6NT76	HMBX1_HUMAN	HMBOX1 HOT1 TAH1
Q6YN16	HSDL2_HUMAN	HSDL2 C9orf99 SDR13C1
P60014	KR10A_HUMAN	KRTAP10-10 KAP10.10 KAP18-10 KRTAP10.10 KRTAP18-1 KRTAP18.10
P03956	MMP1_HUMAN	MMP1 CLG
O75031	HSF2B_HUMAN	HSF2BP
P60412	KR10B_HUMAN	KRTAP10-11 KAP10.11 KAP18-11 KRTAP10.11 KRTAP18-11 KRTAP18.11
Q9Y5R2	MMP24_HUMAN	MMP24 MT5MMP
O75900	MMP23_HUMAN	MMP23B MMP21 MMP22
Q9H8L6	MMRN2_HUMAN	MMRN2 EMILIN3
Q7Z4W3	KR193_HUMAN	KRTAP19-3 KAP19.3
Q9BQ66	KR412_HUMAN	KRTAP4-12 KAP4.12 KRTAP4.12
Q99698	LYST_HUMAN	LYST CHS CHS1
Q8TF66	LRC15_HUMAN	LRRC15 LIB
Q9NT99	LRC4B_HUMAN	LRRC4B LRIG4
Q8WVV9	HNRLL_HUMAN	HNRNPLL HNRPLL SRRF BLOCK24
Q96KK3	KCNS1_HUMAN	KCNS1
Q5JUK3	KCNT1_HUMAN	KCNT1 KIAA1422
Q96CX6	LRC58_HUMAN	LRRC58
Q6UVM3	KCNT2_HUMAN	KCNT2 SLICK
Q6ZNQ3	LRC69_HUMAN	LRRC69
Q96PG2	M4A10_HUMAN	MS4A10 CD20L7 MS4A9
P14316	IRF2_HUMAN	IRF2
P78415	IRX3_HUMAN	IRX3 IRXB1
P11150	LIPC_HUMAN	LIPC HTGL
A6NK58	LIPT2_HUMAN	LIPT2
O75022	LIRB3_HUMAN	LILRB3 ILT5 LIR3
P50053	KHK_HUMAN	KHK
P01602	KV105_HUMAN	IGKV1-5
Q9Y608	LRRF2_HUMAN	LRRFIP2
Q4G0A6	MINY4_HUMAN	MINDY4 C7orf67 FAM188B
Q9BZL6	KPCD2_HUMAN	PRKD2 PKD2 HSPC187
Q9BXW4	MLP3C_HUMAN	MAP1LC3C
Q06136	KDSR_HUMAN	KDSR FVT1 SDR35C1
Q16661	GUC2B_HUMAN	GUCA2B
Q8IV03	LUR1L_HUMAN	LURAP1L C9orf150 HYST0841
Q12879	NMDE1_HUMAN	GRIN2A NMDAR2A
Q8WV24	PHLA1_HUMAN	PHLDA1 PHRIP TDAG51
P86496	PR20A_HUMAN	PRR20A PRR20
Q02509	OC90_HUMAN	OC90 PLA2L
Q9NNZ6	PRM3_HUMAN	PRM3
A1L443	NTM2F_HUMAN	NUTM2F FAM22F
Q8N2R0	OSR2_HUMAN	OSR2
Q96EZ4	MYEOV_HUMAN	MYEOV OCIM
P03891	NU2M_HUMAN	MT-ND2 MTND2 NADH2 ND2
P20585	MSH3_HUMAN	MSH3 DUC1 DUG
Q8TAK6	OLIG1_HUMAN	OLIG1 BHLHB6 BHLHE21
Q9UHB4	NDOR1_HUMAN	NDOR1 NR1
P52701	MSH6_HUMAN	MSH6 GTBP
Q7L1T6	NB5R4_HUMAN	CYB5R4 NCB5OR
Q3BBV2	NBPF8_HUMAN	NBPF8 NBPF8P
Q8WY41	NANO1_HUMAN	NANOS1 NOS1
Q16795	NDUA9_HUMAN	NDUFA9 NDUFS2L
O15394	NCAM2_HUMAN	NCAM2 NCAM21
Q6NSW7	NANP8_HUMAN	NANOGP8
Q9BXP8	PAPP2_HUMAN	PAPPA2 PLAC3
O95340	PAPS2_HUMAN	PAPSS2 ATPSK2
Q96A54	PAQR1_HUMAN	ADIPOR1 PAQR1 TESBP1A CGI-45
O43677	NDUC1_HUMAN	NDUFC1
Q15800	MSMO1_HUMAN	MSMO1 DESP4 ERG25 SC4MOL
Q6ZVX9	PAQR9_HUMAN	PAQR9
Q460N5	PAR14_HUMAN	PARP14 BAL2 KIAA1268
Q9BRX5	PSF3_HUMAN	GINS3 PSF3
O43639	NCK2_HUMAN	NCK2 GRB4
Q6J4K2	NCLX_HUMAN	SLC8B1 NCKX6 NCLX SLC24A6
Q99700	ATX2_HUMAN	ATXN2 ATX2 SCA2 TNRC13
O75909	CCNK_HUMAN	CCNK CPR4
O95394	AGM1_HUMAN	PGM3 AGM1
Q9BY67	CADM1_HUMAN	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1
Q9NS85	CAH10_HUMAN	CA10 hucep-15 UNQ533/PRO1076
A6NGU7	CX028_HUMAN	LINC01546 CXorf28
P35663	CYLC1_HUMAN	CYLC1 CYL CYL1
Q7Z5J1	DHI1L_HUMAN	HSD11B1L HSD3 SCDR10 SDR26C2
Q6UXL0	I20RB_HUMAN	IL20RB DIRS1 UNQ557/PRO1114
P21941	MATN1_HUMAN	MATN1 CMP CRTM
Q7L985	LIGO2_HUMAN	LINGO2 LERN3 LRRN6C UNQ9234/PRO31993
Q9H9L3	I20L2_HUMAN	ISG20L2 HSD-38 HSD38
P38571	LICH_HUMAN	LIPA
P52333	JAK3_HUMAN	JAK3
Q9HBG6	IF122_HUMAN	IFT122 SPG WDR10 WDR140
Q8NI22	MCFD2_HUMAN	MCFD2 SDNSF
Q14CZ8	HECAM_HUMAN	HEPACAM
Q9Y6D9	MD1L1_HUMAN	MAD1L1 MAD1 TXBP181
P54840	GYS2_HUMAN	GYS2
Q693B1	KCD11_HUMAN	KCTD11 C17orf36 REN
Q13557	KCC2D_HUMAN	CAMK2D CAMKD
Q6ZRQ5	MMS22_HUMAN	MMS22L C6orf167
Q13201	MMRN1_HUMAN	MMRN1 ECM EMILIN4 GPIA* MMRN
P16402	H13_HUMAN	H1-3 H1F3 HIST1H1D
Q13601	KRR1_HUMAN	KRR1 HRB2
Q9NQ48	LZTL1_HUMAN	LZTFL1
Q96KX0	LYZL4_HUMAN	LYZL4 LYC4
P0CJ77	HMN10_HUMAN	MTRNR2L10
Q14533	KRT81_HUMAN	KRT81 KRTHB1 MLN137
P41218	MNDA_HUMAN	MNDA
P22459	KCNA4_HUMAN	KCNA4 KCNA4L
O75582	KS6A5_HUMAN	RPS6KA5 MSK1
Q5BKY1	LRC10_HUMAN	LRRC10
Q92806	KCNJ9_HUMAN	KCNJ9 GIRK3
Q15842	KCNJ8_HUMAN	KCNJ8
Q9UGI6	KCNN3_HUMAN	KCNN3 K3
Q6P9F7	LRC8B_HUMAN	LRRC8B KIAA0231 UNQ6413/PRO21207
Q9Y5X9	LIPE_HUMAN	LIPG UNQ387/PRO719
P23276	KELL_HUMAN	KEL
A0A087WSZ0	KVD08_HUMAN	IGKV1D-8
A1Z1Q3	MACD2_HUMAN	MACROD2 C20orf133
Q8N8E1	MAAS1_HUMAN	MAPKAPK5-AS1 C12orf47
Q5SSJ5	HP1B3_HUMAN	HP1BP3
P01615	KVD28_HUMAN	IGKV2D-28
Q8WVP7	LMBR1_HUMAN	LMBR1 C7orf2 DIF14
P43626	KI2L1_HUMAN	KIR2DL1 CD158A NKAT1
Q9ULI4	KI26A_HUMAN	KIF26A KIAA1236
Q86VH2	KIF27_HUMAN	KIF27
Q3MHD2	LSM12_HUMAN	LSM12
P17931	LEG3_HUMAN	LGALS3 MAC2
Q9C086	IN80B_HUMAN	INO80B HMGA1L4 PAPA1 ZNHIT4
Q969Y0	NXPE3_HUMAN	NXPE3 FAM55C MSTP115 UNQ5791/PRO19596
P47929	LEG7_HUMAN	LGALS7 PIG1; LGALS7B
P0DM63	NPIA8_HUMAN	NPIPA8
Q9NPH6	OBP2B_HUMAN	OBP2B UNQ653/PRO1283
Q68G75	LEMD1_HUMAN	LEMD1
P0DMT0	MLN_HUMAN	MRLN MLN
A6NMK8	INY2B_HUMAN	INSYN2B C5orf57 FAM196B
A0A075B6J1	LV537_HUMAN	IGLV5-37
P35558	PCKGC_HUMAN	PCK1 PEPCK1
Q9BRK3	MXRA8_HUMAN	MXRA8
Q9H2J4	PDCL3_HUMAN	PDCL3 PhLP2A VIAF1
Q9UGY1	NOL12_HUMAN	NOL12
A6NEV1	PR23A_HUMAN	PRR23A
Q15233	NONO_HUMAN	NONO NRB54
Q8NH04	O2T27_HUMAN	OR2T27
Q8NGJ5	O51L1_HUMAN	OR51L1
Q5VWM6	PRA13_HUMAN	PRAMEF13
Q8NH70	O4A16_HUMAN	OR4A16
Q9NPE3	NOP10_HUMAN	NOP10 NOLA3
Q8NGJ2	O52H1_HUMAN	OR52H1
Q6IF63	O52W1_HUMAN	OR52W1 OR52W1P
Q8TCB6	O51E1_HUMAN	OR51E1 GPR164 OR51E1P OR52A3P POGR PSGR2
O60809	PRA10_HUMAN	PRAMEF10
Q86YV5	PRAG1_HUMAN	PRAG1 SGK223
Q9NZM5	NOP53_HUMAN	NOP53 GLT GLTSCR2 PICT1
Q8NGH6	O52L2_HUMAN	OR52L2P OR52L2
O00567	NOP56_HUMAN	NOP56 NOL5A
Q8NGS3	OR1J1_HUMAN	OR1J1
P49642	PRI1_HUMAN	PRIM1
P49643	PRI2_HUMAN	PRIM2 PRIM2A
Q6IF42	OR2A2_HUMAN	OR2A2 OR2A17P OR2A2P
Q8NGH3	OR2D3_HUMAN	OR2D3
Q15612	OR1Q1_HUMAN	OR1Q1 OR1Q2 OR1Q3
O95918	OR2H2_HUMAN	OR2H2 FAT11 OLFR2 OR2H3
Q8NGY9	OR2L8_HUMAN	OR2L8
O76000	OR2B3_HUMAN	OR2B3 OR2B3P
Q8NH37	OR4C3_HUMAN	OR4C3
Q8NGN0	OR4D5_HUMAN	OR4D5
Q6UWF7	NXPE4_HUMAN	NXPE4 C11orf33 FAM55D UNQ3018/PRO9799
Q8NG95	OR7G3_HUMAN	OR7G3
Q8NGA5	O10H4_HUMAN	OR10H4
Q8NGU1	OR9A1_HUMAN	OR9A1P OR9A1
Q8NH50	OR8K5_HUMAN	OR8K5
Q8NGM9	OR8D4_HUMAN	OR8D4
Q8NGY7	O10J6_HUMAN	OR10J6P OR10J6
Q9P286	PAK5_HUMAN	PAK5 KIAA1264 PAK7
Q8NGQ6	OR9I1_HUMAN	OR9I1
Q8NGA0	OR7G1_HUMAN	OR7G1 OR7G1P
O95007	OR6B1_HUMAN	OR6B1
Q86SE8	NPM2_HUMAN	NPM2
Q5VVY1	NTM1B_HUMAN	METTL11B C1orf184 NRMT2
P21953	ODBB_HUMAN	BCKDHB
P13349	MYF5_HUMAN	MYF5 BHLHC2
P02818	OSTCN_HUMAN	BGLAP
Q9NRP0	OSTC_HUMAN	OSTC DC2 HDCMD45P HSPC307
Q6PK18	OGFD3_HUMAN	OGFOD3 C17orf101
Q7RTU3	OLIG3_HUMAN	OLIG3 BHLHB7 BHLHE20
Q6P1R3	MSD2_HUMAN	MSANTD2 C11orf61
Q8IVL0	NAV3_HUMAN	NAV3 KIAA0938 POMFIL1 STEERIN3
Q96RD7	PANX1_HUMAN	PANX1 MRS1 UNQ2529/PRO6028
O75832	PSD10_HUMAN	PSMD10
Q14596	NBR1_HUMAN	NBR1 1A13B KIAA0049 M17S2 MIG19
Q6ZS30	NBEL1_HUMAN	NBEAL1 ALS2CR16 ALS2CR17
B4DH59	NBPFP_HUMAN	NBPF26
Q8N660	NBPFF_HUMAN	NBPF15 NBPF16
Q9BRT8	CBWD1_HUMAN	CBWD1
P10606	COX5B_HUMAN	COX5B
C9JJ37	BTBDJ_HUMAN	BTBD19
Q6TFL3	CC171_HUMAN	CCDC171 C9orf93
P05062	ALDOB_HUMAN	ALDOB ALDB
Q5TID7	CC181_HUMAN	CCDC181 C1orf114
Q53EZ4	CEP55_HUMAN	CEP55 C10orf3 URCC6
P57076	CF298_HUMAN	CFAP298 C21orf48 C21orf59
Q8NCU1	CC197_HUMAN	CCDC197 C14orf48 LINC00521
Q66GS9	CP135_HUMAN	CEP135 CEP4 KIAA0635
A4D0Y5	CG077_HUMAN	C7orf77
P11511	CP19A_HUMAN	CYP19A1 ARO1 CYAR CYP19
Q9C0K3	ARP3C_HUMAN	ACTR3C ARP11
Q8IZ16	CG061_HUMAN	C7orf61
Q86TB3	ALPK2_HUMAN	ALPK2 HAK
A6NKQ9	CGB1_HUMAN	CGB1
A4D0T2	CG066_HUMAN	C7orf66
Q8WTX7	CAST1_HUMAN	CASTOR1 GATSL3
P55789	ALR_HUMAN	GFER ALR HERV1 HPO
P53634	CATC_HUMAN	CTSC CPPI
